mainlocation,neighborhood,frontage,purpose,streetwidth,size,Pricepm,land_price
الرياض,حي المهدية,شمال غربي,سكني,20.0,900,1333,1199700
الرياض,حي عريض,غرب,تجاري,30.0,604,463,279652
الرياض,حي القادسية,شرق,تجاري,30.0,900,1650,1485000
المجمعة,حي الملك عبدالله,شرق,سكني,15.0,870,396,344520
الرياض,حي الملك فيصل,جنوب غربي,تجاري,30.0,1050,2500,2625000
الرياض,حي العقيق,غرب,سكني,30.0,1600,4200,6720000
الرياض,حي الرمال,جنوب شرقي,تجاري,35.0,900,1450,1305000
الخبر,حي الرجاء,غرب,سكني,20.0,437,915,399855
الرياض,حي الصحافة,شمال غربي,سكني,15.0,1800,3000,5400000
الرياض,حي قرطبة,4 شوارع,تجاري,60.0,10510,3200,33632000
الرياض,حي المونسية,4 شوارع,سكني أو تجاري,60.0,48606,1000,48606000
الخبر,حي التحلية,3 شوارع,سكني,20.0,971,1200,1165200
الرياض,حي العقيق,جنوب غربي,سكني أو تجاري,30.0,500,4200,2100000
الدمام,حي المنار,شمال,سكني أو تجاري,30.0,1051,1250,1313750
الرياض,حي العارض,شمال غربي,سكني,20.0,650,2350,1527500
الرياض,حي المهدية,جنوب,سكني,20.0,450,1444,649800
المزاحمية,حي شخيب,جنوب,سكني,15.0,3850,90,346500
الرياض,حي الملقا,4 شوارع,سكني أو تجاري,30.0,24600,4500,110700000
الرياض,حي القيروان,شمال,سكني,20.0,281,3000,843000
جدة,حي الشراع,غرب,سكني,16.0,414,2415,999810
الخبر,حي الحمرا,شمال,سكني,40.0,875,2000,1750000
جدة,حي الياقوت,غرب,سكني,12.0,250,2000,500000
الرياض,حي العارض,3 شوارع,تجاري,60.0,3257,3400,11073800
حائل,حي النقرة,شمال غربي,تجاري,40.0,2400,1041,2498400
المدينة المنورة,حي العيون,جنوب شرقي,سكني أو تجاري,40.0,4890,1250,6112500
الرياض,حي بنبان,جنوب,سكني,15.0,375,693,259875
الزلفي,حي حطين,شمال شرقي,سكني,30.0,625,160,100000
الرياض,حي القيروان,3 شوارع,تجاري,80.0,6162,8500,52377000
جدة,حي الياقوت,شمال شرقي,سكني,30.0,625,2000,1250000
الطائف,حي جبرة,شمال شرقي,تجاري,40.0,640,2500,1600000
الخبر,حي المرجان,جنوب,سكني,30.0,1631,398,649138
الرياض,حي عرقة,شرق,سكني,20.0,288,3500,1008000
الرياض,حي بنبان,شرق,سكني,15.0,630,428,269640
الرياض,حي حطين,شمال,سكني,15.0,750,4000,3000000
الرياض,حي الملك فهد,3 شوارع,سكني أو تجاري,20.0,3900,3450,13455000
الرياض,حي المروج,شمال,تجاري,30.0,575,4700,2702500
الرياض,حي بنبان,شمال غربي,سكني,20.0,1500,700,1050000
الرياض,حي عرقة,شمال,سكني,25.0,525,2900,1522500
الرياض,حي لبن,غرب,سكني,20.0,900,2800,2520000
الرياض,حي بنبان,جنوب,سكني,20.0,660,530,349800
الرياض,حي الملقا,شمال غربي,سكني,20.0,780,4500,3510000
الرياض,حي الياسمين,3 شوارع,سكني,15.0,1350,3650,4927500
الخبر,حي المرجان,غرب,سكني,20.0,905,552,499560
الرياض,حي الملك عبدالله,3 شوارع,تجاري,100.0,6008,3500,21028000
الرياض,حي الملقا,شمال,سكني,17.0,446,4000,1784000
الرياض,حي الملقا,جنوب,سكني,15.0,446,4300,1917800
الرياض,حي الرمال,جنوب,سكني,15.0,620,1500,930000
الرياض,حي القيروان,شمال غربي,سكني,20.0,5419,900,4877100
الرياض,حي الملقا,3 شوارع,تجاري,60.0,2136,10000,21360000
الرياض,حي الازدهار,شمال غربي,سكني,20.0,690,3650,2518500
الرياض,حي الياسمين,غرب,سكني,15.0,350,3100,1085000
الرياض,حي عرقة,جنوب غربي,سكني,20.0,1650,3800,6270000
الدرعية,حي الخالدية,جنوب,سكني,20.0,660,3400,2244000
الرياض,حي الياسمين,4 شوارع,سكني,15.0,7500,1174,8805000
الرياض,حي النرجس,شمال,سكني,15.0,1050,2900,3045000
الرياض,حي النرجس,شمال شرقي,سكني,15.0,538,3300,1775400
الرياض,حي عريض,شمال شرقي,تجاري,40.0,1050,714,749700
الرياض,حي الوادي,شرق,سكني,15.0,300,3400,1020000
الرياض,حي حطين,غرب,سكني,15.0,960,4000,3840000
الرياض,حي عريض,شرق,سكني,15.0,432,694,299808
الرياض,حي حطين,4 شوارع,سكني,20.0,6632,4000,26528000
جدة,حي الزمرد,شرق,سكني,16.0,620,379,234980
ابو عريش,حي حاكمة ابوعريش,شمال,سكني,15.0,640,1328,849920
مكة المكرمة,حي العوالي,شمال شرقي,سكني,20.0,3000,70,210000
جدة,حي الزمرد,شمال,سكني,16.0,750,1600,1200000
الرياض,حي القادسية,جنوب شرقي,سكني أو تجاري,40.0,1106,2500,2765000
الرياض,حي الرمال,شرق,سكني,20.0,312,2100,655200
ثادق,حي الجنادرية,شمال شرقي,سكني أو تجاري,40.0,600,333,199800
الرياض,حي الندى,شمال شرقي,سكني,20.0,812,4000,3248000
الرياض,حي ضاحية نمار,شمال غربي,سكني,20.0,875,914,799750
الرياض,حي الربيع,شمال,سكني,20.0,1500,3400,5100000
الرياض,حي المونسية,غرب,سكني,15.0,312,2450,764400
الرياض,حي النرجس,جنوب,سكني,20.0,450,3250,1462500
الدمام,حي ضاحية الملك فهد,جنوب شرقي,سكني أو تجاري,20.0,960,1100,1056000
الدمام,حي المنار,4 شوارع,سكني أو تجاري,30.0,40000,550,22000000
الرياض,حي الملقا,4 شوارع,سكني أو تجاري,20.0,19857,3900,77442300
الرياض,حي الازدهار,شمال غربي,سكني,20.0,1740,3450,6003000
الرياض,حي الملقا,شرق,سكني,16.0,450,3600,1620000
الرياض,حي بنبان,شرق,سكني,15.0,390,718,280020
الرياض,حي الملقا,جنوب,سكني,15.0,929,3500,3251500
الخبر,حي الحمرا,غرب,تجاري,100.0,1441,5000,7205000
الرياض,حي الملقا,جنوب,سكني,15.0,480,4200,2016000
الرياض,حي الملقا,غرب,سكني,28.0,1900,4000,7600000
الرياض,حي طويق,4 شوارع,سكني,15.0,5100,1200,6120000
الرياض,حي النرجس,شمال غربي,سكني,15.0,452,3600,1627200
الرياض,حي النهضة,جنوب,سكني,10.0,600,1700,1020000
بريدة,حي الرحاب,جنوب شرقي,سكني,20.0,681,900,612900
الخرج,حي الصناعية الجديدة,شرق,سكني,15.0,480,1000,480000
الرياض,حي حطين,شمال شرقي,سكني أو تجاري,60.0,5110,6500,33215000
الرياض,حي النرجس,غرب,سكني,15.0,810,2850,2308500
الرياض,حي النخيل,3 شوارع,سكني أو تجاري,30.0,2750,5600,15400000
الرياض,حي المهدية,جنوب,سكني أو تجاري,40.0,600,1000,600000
الرياض,حي النفل,غرب,سكني,20.0,675,3300,2227500
الدرعية,حي الدرعية الجديدة,شمال,سكني,15.0,6000,235,1410000
الرياض,حي الملقا,غرب,سكني,15.0,726,3500,2541000
الدرعية,حي الدرعية الجديدة,جنوب,سكني,20.0,403,1650,664950
بريدة,حي خب القبر,جنوب,سكني,10.0,1050,250,262500
الرياض,حي الملز,جنوب شرقي,سكني أو تجاري,20.0,825,2100,1732500
الرياض,حي الملقا,جنوب غربي,سكني,15.0,929,3500,3251500
الرياض,حي الملقا,3 شوارع,سكني,25.0,6600,3300,21780000
عنيزة,حي الصفا,غرب,سكني أو تجاري,80.0,852,246,209592
الخبر,حي الحمرا,جنوب,سكني,20.0,600,1650,990000
جدة,حي ابحر الجنوبية,جنوب,سكني,17.0,810,2667,2160270
جدة,حي الصوارى,غرب,سكني,30.0,3750,1500,5625000
الرياض,حي القيروان,جنوب شرقي,سكني,15.0,350,3800,1330000
الرياض,حي عريض,شرق,سكني,15.0,877,570,499890
المذنب,حي ام عشيرة,شمال غربي,سكني أو تجاري,60.0,912062,2,1824124
الخبر,حي الحمرا,جنوب شرقي,سكني,30.0,842,2000,1684000
الرياض,حي القيروان,شمال,سكني,15.0,390,2800,1092000
الرياض,حي الخزامى,جنوب غربي,سكني,20.0,4400,4350,19140000
الرياض,حي الياسمين,3 شوارع,تجاري,60.0,4200,5600,23520000
الرياض,حي ضاحية نمار,غرب,سكني,20.0,802,624,500448
الخبر,حي العقيق,جنوب شرقي,سكني,40.0,1196,551,658996
الرياض,حي الرمال,4 شوارع,سكني أو تجاري,60.0,4831,1250,6038750
الرياض,حي المصيف,3 شوارع,سكني,15.0,1000,3000,3000000
الرياض,حي الملقا,3 شوارع,سكني,25.0,2940,5000,14700000
الرياض,حي الحمراء,شرق,سكني أو تجاري,20.0,1237,3000,3711000
الرياض,حي الشهداء,3 شوارع,سكني أو تجاري,60.0,3900,3100,12090000
الرياض,حي الياسمين,جنوب,سكني,15.0,445,3200,1424000
الرياض,حي العقيق,جنوب شرقي,سكني,15.0,2250,3300,7425000
الرياض,حي ظهرة لبن,جنوب,سكني أو تجاري,30.0,900,2000,1800000
الرياض,حي عرقة,شمال,سكني أو تجاري,20.0,600,2800,1680000
الرياض,حي الرمال,شمال,سكني,15.0,344,1500,516000
الرياض,حي اليرموك,3 شوارع,سكني أو تجاري,60.0,1800,4000,7200000
مكة المكرمة,حي العمرة الجديدة,جنوب,سكني,10.0,500,80,40000
الرياض,حي الشرق,شمال,سكني أو تجاري,25.0,930,355,330150
الرياض,حي العزيزية,غرب,سكني,12.0,600,1100,660000
الرياض,حي حطين,شمال,سكني,31.0,700,4900,3430000
الرياض,حي الملقا,جنوب,سكني,18.0,700,4300,3010000
الرياض,حي لبن,شمال غربي,سكني,20.0,400,3000,1200000
الرياض,حي الملك عبدالله,شمال,سكني,15.0,330,3200,1056000
الخبر,حي العقيق,جنوب,سكني,30.0,744,510,379440
الرياض,حي الخزامى,غرب,سكني,20.0,875,4200,3675000
الرياض,حي الياسمين,غرب,سكني,15.0,350,3400,1190000
الرياض,حي العقيق,3 شوارع,سكني,20.0,9000,4200,37800000
الخبر,حي اللؤلؤ,جنوب,سكني أو تجاري,20.0,332,1084,359888
الرياض,حي الصحافة,جنوب,تجاري,36.0,816,4200,3427200
الرياض,حي السويدي,جنوب شرقي,سكني أو تجاري,30.0,1300,1350,1755000
الرياض,حي قرطبة,4 شوارع,تجاري,46.0,5137,4400,22602800
الرياض,حي حطين,شمال شرقي,سكني,20.0,1577,4500,7096500
جدة,حي النهضة,جنوب,سكني,15.0,660,6515,4299900
الخبر,حي الامواج,شمال,سكني,20.0,600,1166,699600
الرياض,حي الملقا,غرب,سكني,29.0,1600,4500,7200000
الرياض,حي الملقا,شمال شرقي,سكني,18.0,2917,3500,10209500
الرياض,حي الربيع,جنوب,سكني,15.0,501,3900,1953900
الخبر,حي الامواج,شمال غربي,سكني,40.0,882,1133,999306
الرياض,حي النرجس,شمال,تجاري,35.0,3406,2000,6812000
الرياض,حي ظهرة لبن,جنوب شرقي,سكني أو تجاري,30.0,1050,1400,1470000
الرياض,حي عرقة,شمال,سكني,16.0,2300,3700,8510000
الخرج,حي النهضة,شرق,تجاري,20.0,400,1300,520000
الرياض,حي الملقا,شمال,سكني,25.0,832,4800,3993600
جدة,حي الزمرد,شرق,سكني,35.0,1200,1583,1899600
الرياض,حي حطين,جنوب غربي,سكني,20.0,2290,3800,8702000
الرياض,حي الازدهار,شرق,سكني,20.0,900,3150,2835000
الرياض,حي الملقا,شمال شرقي,سكني,15.0,750,4100,3075000
الرياض,حي قرطبة,3 شوارع,سكني,20.0,3780,2700,10206000
الرياض,حي المهدية,جنوب,سكني,15.0,526,1150,604900
الرياض,حي النرجس,3 شوارع,سكني,15.0,1800,3000,5400000
الرياض,حي ظهرة لبن,غرب,تجاري,40.0,1200,1670,2004000
الرياض,حي الياسمين,شرق,سكني,60.0,1225,3500,4287500
الرياض,حي الملقا,جنوب,سكني,20.0,446,4300,1917800
الرياض,حي القيروان,شمال,سكني أو تجاري,30.0,1535,3000,4605000
الخرج,حي الصفاء,جنوب,سكني,15.0,400,500,200000
جدة,حي البشائر,غرب,سكني,15.0,300,1266,379800
الرياض,حي عرقة,شمال,سكني,16.0,693,2500,1732500
الرياض,حي الملقا,شمال غربي,سكني,28.0,2050,4100,8405000
الرياض,حي الملقا,شمال شرقي,سكني أو تجاري,25.0,825,5000,4125000
بريدة,حي الرحاب,جنوب,سكني,15.0,360,597,214920
الخبر,حي التحلية,جنوب,سكني,15.0,500,1450,725000
الرياض,حي المونسية,شرق,سكني,18.0,288,2600,748800
ثادق,حي الجنادرية,3 شوارع,سكني,20.0,1497,200,299400
الرياض,حي التعاون,شرق,سكني,15.0,750,3000,2250000
الرياض,حي حطين,جنوب غربي,سكني,28.0,2289,3950,9041550
ثادق,حي الديرة القديمة,شرق,سكني أو تجاري,25.0,1890,170,321300
جازان,حي الشاطئ,شمال,سكني أو تجاري,25.0,475,950,451250
الرياض,حي النرجس,شمال غربي,سكني,18.0,494,3500,1729000
الخبر,حي الصواري,شمال,تجاري,60.0,900,1555,1399500
الرياض,حي حطين,جنوب شرقي,تجاري,60.0,5618,4000,22472000
الرياض,حي طويق,غرب,تجاري,60.0,900,1667,1500300
الرياض,حي الملقا,غرب,سكني,18.0,820,3750,3075000
الرياض,حي النرجس,جنوب شرقي,سكني,20.0,510,3000,1530000
جدة,حي ابحر الجنوبية,4 شوارع,سكني أو تجاري,40.0,20000,8500,170000000
جدة,حي ابحر الشمالية,غرب,سكني,16.0,780,2307,1799460
الرياض,حي المحمدية,4 شوارع,سكني,20.0,7710,4000,30840000
الرياض,حي بنبان,شمال,سكني أو تجاري,20.0,744,580,431520
الرياض,حي القدس,جنوب,سكني,15.0,390,2800,1092000
جدة,حي الزمرد,شمال,سكني,32.0,899,1518,1364682
الخبر,حي الامواج,شرق,سكني,16.0,834,950,792300
الخبر,حي الخور,غرب,تجاري,60.0,2400,4000,9600000
الرياض,حي النهضة,4 شوارع,تجاري,30.0,4220,2000,8440000
مكة المكرمة,حي العزيزية,شمال,تجاري,60.0,1200,55833,66999600
الرياض,حي قرطبة,جنوب,تجاري,30.0,810,3200,2592000
الرياض,حي المربع,شمال شرقي,سكني أو تجاري,30.0,1277,2800,3575600
الرياض,حي المرسلات,3 شوارع,سكني,20.0,2600,3500,9100000
الرياض,حي حطين,شمال شرقي,سكني,20.0,1200,3600,4320000
الرياض,حي الازدهار,جنوب شرقي,سكني,20.0,810,3200,2592000
الرياض,حي الملقا,شرق,سكني,28.0,1000,4200,4200000
الخبر,حي العقيق,شمال,سكني,17.0,750,533,399750
